ngram,n_palabras,ocurrencias,intervenciones,reuniones
el caso de las,4,146,127,70
en el cuarto trimestre,4,146,124,68
inferior al,2,146,123,76
la estrategia de,3,146,112,57
granos,1,146,108,66
shocks de,2,146,96,48
el siguiente,2,145,145,122
consulta por,2,145,142,68
aun mas,2,145,140,84
uno de los,3,145,138,77
teniendo,1,145,137,85
componentes de,2,145,136,85
aumento en el,3,145,135,77
relacion al,2,145,135,63
secretario,1,145,129,128
acumulacion de,2,145,128,71
de una desaceleracion,3,145,128,64
intensidad,1,145,127,87
proposito de,2,145,123,78
inflacion del ipc,3,145,122,62
desanclaje,1,145,90,31
asistencia,1,144,143,132
determinar,1,144,137,83
encuentra en,2,144,137,79
los cuales,2,144,134,81
que lo mas,3,144,133,79
asi como tambien,3,144,131,80
el dinamismo de,3,144,131,64
en la minuta de,4,144,131,79
curva de,2,144,130,76
mas debil,2,144,129,75
el plano interno,3,144,128,87
en el plano interno,4,144,128,87
las expectativas de los,4,144,128,87
de combustibles,2,144,127,77
del comercio,2,144,126,74
la manana,2,144,126,67
ciclo de,2,144,123,58
de los creditos,3,144,120,72
banca,1,144,118,53
maquinarias,1,144,118,67
macro,1,144,114,75
senora,1,144,108,49
puntos porcentuales,2,144,106,65
schmidt,1,144,104,47
don sergio,2,143,143,109
don sergio lehmann,3,143,143,109
staff por,2,143,143,81
en santiago,2,143,141,132
exposicion del,2,143,141,80
incluye,1,143,140,83
futuras,1,143,137,84
mayores que,2,143,135,84
produjo,1,143,135,82
claridad,1,143,134,88
por la que,3,143,133,53
dado el,2,143,132,79
de politica en,3,143,132,78
largos,1,143,132,77
tenido un,2,143,132,81
anticipado en,2,143,131,68
menor que el,3,143,131,80
una vision,2,143,131,80
para fines,2,143,130,67
comercio exterior,2,143,129,70
parte las,2,143,129,79
la desaceleracion de la,4,143,126,60
los premios por,3,143,125,72
por el gerente de,4,143,124,70
las compensaciones,2,143,122,65
en el tercer trimestre,4,143,121,61
la estructura,2,143,118,63
estructura de,2,143,111,60
vicepresidente senor jorge,3,143,111,24
el consejero senor rodrigo,4,143,104,23
valdes que,2,143,70,32
senor vicepresidente que,3,143,56,43
vicepresidente que,2,143,56,43
asesor del,2,142,142,110
en otros,2,142,138,82
esta sesion,2,142,138,61
indica que si,3,142,138,73
que exhibe,2,142,138,69
una de,2,142,138,82
crecimiento que,2,142,137,83
anade que la,3,142,136,63
continuar con,2,142,135,79
en algunas,2,142,135,82
prudente,1,142,135,87
se encuentra en,3,142,135,79
caida en el,3,142,133,78
han observado,2,142,133,74
llegar,1,142,133,75
que todo,2,142,132,78
financieras senor beltran,3,142,131,69
financieras senor beltran de,4,142,131,69
la recuperacion de,3,142,131,73
operaciones financieras senor beltran,4,142,131,69
se tenia,2,142,129,58
ultimo informe de,3,142,128,81
de comercio,2,142,126,73
para la tasa,3,142,125,74
arriba,1,142,123,67
la creacion de empleo,4,142,122,84
de la economia chilena,4,142,118,72
de la tpm en,4,142,118,68
don claudio,2,142,101,101
muestra que,2,141,140,76
la exposicion del,3,141,139,78
los dos,2,141,136,87
senalar,1,141,134,75
situacion que,2,141,134,80
proyecciones para,2,141,132,89
la caida en,3,141,130,74
periodos,1,141,129,82
politica monetaria por,3,141,127,78
mano de,2,141,126,77
que la trayectoria,3,141,125,82
de la proyeccion,3,141,123,80
argumento,1,141,120,69
un shock,2,141,119,60
vicepresidente senor jorge desormeaux,4,141,109,24
ligeramente,1,141,106,66
el senor pablo,3,141,102,26
el senor pablo garcia,4,141,102,26
diego,1,141,97,19
punto porcentual,2,141,95,56
al gerente de analisis,4,140,140,102
no se han,3,140,136,76
actividad demanda,2,140,135,76
imacec de,2,140,134,77
tanto de,2,140,134,83
la baja de,3,140,133,76
expectativas para,2,140,132,80
mantenga,1,140,132,83
que probablemente,2,140,132,77
por una parte,3,140,131,84
que cuando,2,140,130,68
cambio en la,3,140,129,85
registros de inflacion,3,140,128,75
similar la,2,140,128,86
idea,1,140,125,78
mayor crecimiento,2,140,125,72
persistencia de,2,140,125,64
masa salarial,2,140,123,57
fuerza de,2,140,122,62
hacia adelante,2,140,122,58
alcanzado,1,140,120,73
en el mediano plazo,4,140,117,82
del mes de septiembre,4,140,116,43
credibilidad,1,140,105,58
del ipcx1,2,140,104,61
cereales,1,140,88,60
chile acordo mantener,3,140,82,76
chile acordo mantener la,4,140,82,76
de chile acordo mantener,4,140,82,76
senor desormeaux,2,140,82,49
el senor vicepresidente que,4,140,53,43
celebrada,1,139,139,129
don sergio lehmann beresi,4,139,139,108
por el senor,3,139,139,83
titular,1,139,139,132
sino que tambien,3,139,138,82
se cuenta,2,139,136,83
por parte del,3,139,134,80
consecuencia de,2,139,133,76
cuenta con,2,139,133,79
relevantes en,2,139,133,77
una sorpresa,2,139,130,76
un lado,2,139,129,84
crecimiento para el,3,139,128,78
proyecciones de inflacion,3,139,128,78
ver con,2,139,128,58
en la lamina,3,139,127,48
expectativas de inflacion de,4,139,127,75
que la desaceleracion,3,139,127,64
senalo,1,139,127,71
compra de,2,139,126,61
la curva de,3,139,126,74
medicion,1,139,126,79
reduccion de la,3,139,125,74
en estos,2,139,124,75
economias emergentes en,3,139,123,71
de deuda,2,139,121,57
del ipom de,3,139,120,75
depreciacion del peso,3,139,120,52
mes mes,2,139,116,68
de las colocaciones,3,139,114,67
las bolsas de,3,139,94,57
core,1,139,87,62
presidente que,2,139,74,47
de comunicaciones,2,138,137,129
peso se,2,138,135,83
una perspectiva,2,138,134,80
en relacion con el,4,138,133,78
explican,1,138,133,71
consiguiente,1,138,132,69
los meses venideros,3,138,132,73
el que se,3,138,130,74
es dificil,2,138,130,83
agregados monetarios,2,138,129,67
serie de,2,138,128,77
no le,2,138,126,69
alcanzar,1,138,125,74
parte senala,2,138,125,73
el resto del,3,138,124,82
para el presente,3,138,124,67
no se puede descartar,4,138,123,75
disminuir,1,138,122,84
los meses de,3,138,122,66
los precios internacionales,3,138,122,71
este mes,2,138,121,74
el comercio,2,138,120,73
registro un,2,138,120,66
transporte,1,138,115,78
la banca,2,138,114,53
ha corregido,2,138,110,65
las expectativas privadas,3,138,108,81
el vicepresidente senor jorge,4,138,106,24
reino,1,138,101,68
reino unido,2,138,101,68
senor presidente que,3,138,74,47
fe,1,137,137,132
refiriendose los,2,137,137,74
habiendo,1,137,136,84
indican que,2,137,135,86
al consejo,2,137,134,79
entender,1,137,134,82
ubique,1,137,134,105
contiene,1,137,133,64
tener un,2,137,133,84
inflacion no,2,137,132,73
de la actividad en,4,137,131,73
produce,1,137,131,70
estabilidad financiera,2,137,130,81
perjuicio de,2,137,130,73
que se espera,3,137,130,84
esperan,1,137,129,82
porcentaje,1,137,129,70
proximo ipom,2,137,129,58
un componente,2,137,128,75
de algunas,2,137,127,73
que tal,2,137,127,70
la esperada,2,137,126,80
que ver con,3,137,126,57
alcanza,1,137,125,77
en particular el,3,137,125,81
normal,1,137,125,74
manera significativa,2,137,124,78
meta de inflacion,3,137,121,74
transitoria,1,137,121,75
diez,1,137,114,71
implicita,1,137,114,71
del cuarto,2,137,113,71
de ese pais,3,137,112,54
colocacion,1,137,108,61
ingresos,1,137,104,64
banco de,2,137,99,60
gerente general,2,136,136,127
santiago de,2,136,136,132
los fundamentos,2,136,133,80
se ubique,2,136,133,104
es el caso de,4,136,132,71
actividad que,2,136,131,80
bernier,1,136,130,82
que la informacion,3,136,130,79
al senor,2,136,129,70
de preocupacion,2,136,129,73
la opcion de mantener,4,136,129,76
monetaria la,2,136,129,81
opcion de mantener,3,136,129,76
tasas de politica,3,136,129,79
deberian,1,136,128,78
aumenta,1,136,127,73
la incidencia,2,136,127,74
mientras que los,3,136,126,64
paises de,2,136,125,77
la meta en,3,136,124,80
de manera significativa,3,136,123,77
dio,1,136,123,78
de la ultima,3,136,121,68
ministerio de hacienda,3,136,118,77
marshall senala,2,136,117,67
de entre,2,136,114,64
volvio,1,136,114,70
base del ipom,3,136,113,67
escenario base del ipom,4,136,113,67
division de,2,136,111,65
tratandose de,2,136,109,46
senor de gregorio,3,136,108,53
brent,1,136,97,57
marfan que,2,136,84,43
al staff por,3,135,135,80
analisis internacional don,3,135,135,119
actual de,2,135,132,85
entre la,2,135,132,82
efectuado,1,135,131,84
finalizar,1,135,131,57
salvo,1,135,131,81
ejemplar,1,135,130,56
especificamente,1,135,130,71
ciertos,1,135,129,82
sin perjuicio de,3,135,129,72
hechos,1,135,128,80
periodo de,2,135,128,79
pero con,2,135,128,81
de cambio se,3,135,127,82
de las medidas,3,135,127,80
reflejo,1,135,127,87
un leve,2,135,127,79
una cifra,2,135,126,79
que las cifras de,4,135,123,83
que las proyecciones de,4,135,123,76
alla de lo,3,135,122,78
mas alla de lo,4,135,122,78
trimestre se,2,135,122,80
el deterioro,2,135,121,71
la masa,2,135,121,60
precios de alimentos,3,135,120,65
la tpm se,3,135,119,68
creciente,1,135,118,73
las estimaciones,2,135,118,81
marshall senala que,3,135,117,67
alcanzando,1,135,116,80
nuestras,1,135,116,63
tasas de los,3,135,113,70
contraccion,1,135,110,58
14,1,135,108,76
ano 2013,2,135,107,41
consensus,1,135,105,64
da paso,2,134,134,77
de fe,2,134,134,132
la palabra para comentarios,4,134,134,90
ministro de fe,3,134,134,132
palabra para comentarios,3,134,134,90
precisamente,1,134,130,74
titulo ejemplar,2,134,129,56
comparte,1,134,128,80
decir que,2,134,128,66
magnitud de,2,134,128,75
meses atras,2,134,127,83
politica monetaria la,3,134,127,80
que se tiene,3,134,125,61
realidad,1,134,125,71
especifica,1,134,124,48
habra,1,134,124,71
la normalizacion de,3,134,124,71
por un lado,3,134,124,83
primeros,1,134,124,85
ubica en,2,134,124,84
gerente de mercados financieros,4,134,123,56
los paises desarrollados,3,134,122,74
recuperacion de la,3,134,121,68
ultimo informe de politica,4,134,120,77
precios de activos,3,134,118,70
creditos de,2,134,117,73
dolar estadounidense,2,134,116,44
de la minuta,3,134,113,86
se muestra,2,134,113,75
por cuenta,2,134,111,69
demanda final,2,134,109,45
disminuyo,1,134,103,63
plan,1,134,101,42
renta,1,134,92,57
el senor presidente que,4,134,70,46
senor marshall que,3,134,43,36
al concluir,2,133,133,58
chile bajo,2,133,133,132
del titular,2,133,133,132
en santiago de,3,133,133,132
reune,1,133,133,132
se reune,2,133,133,132
es en,2,133,132,83
mayor en,2,133,130,80
presente que las,3,133,130,74
tambien de,2,133,129,81
existencia,1,133,128,69
que el registro,3,133,127,61
la inflacion la,3,133,125,69
relevante para,2,133,125,81
la coyuntura,2,133,124,76
que por lo,3,133,124,76
alza en el,3,133,123,77
aunque en,2,133,123,82
cuarto trimestre del,3,133,123,68
lo contemplado,2,133,123,69
para chile,2,133,123,67
coherente con el,3,133,122,83
que da cuenta,3,133,121,73
de manera de,3,133,120,67
empleo en,2,133,120,78
han ido,2,133,120,76
para el presente ano,4,133,120,65
el ultimo informe,3,133,119,72
ubicandose,1,133,118,75
la energia,2,133,113,59
los futuros,2,133,112,64
por cuenta propia,3,133,110,68
elevar,1,133,106,63
senala el senor gerente,4,133,106,42
asesor de,2,133,97,91
del informe de,3,133,96,57
del trimestre,2,133,96,75
25 anual,2,133,95,53
una pausa,2,133,93,40
hacia la baja,3,133,92,59
01,1,132,132,131
bajo la presidencia,3,132,132,132
bajo la presidencia del,4,132,132,132
central de chile bajo,4,132,132,132
chile bajo la,3,132,132,132
chile bajo la presidencia,4,132,132,132
comunicado en su,3,132,132,132
comunicado en su reunion,4,132,132,132
con la asistencia,3,132,132,132
de chile bajo,3,132,132,132
de chile bajo la,4,132,132,132
de lo expuesto el,4,132,132,75
del titular don,3,132,132,132
en santiago de chile,4,132,132,132
fiscal ministro,2,132,132,131
fiscal ministro de,3,132,132,131
fiscal ministro de fe,4,132,132,131
la asistencia,2,132,132,132
la presidencia del,3,132,132,132
la presidencia del titular,4,132,132,132
presidencia del,2,132,132,132
presidencia del titular,3,132,132,132
presidencia del titular don,4,132,132,132
reune el,2,132,132,132
reune el consejo,3,132,132,132
reune el consejo del,4,132,132,132
santiago de chile,3,132,132,132
se reune el,3,132,132,132
se reune el consejo,4,132,132,132
titular don,2,132,132,132
igal,1,132,131,34
igal magendzo,2,132,131,34
matias,1,132,129,82
la informacion disponible,3,132,128,81
el escenario internacional,3,132,124,84
mayoria de los,3,132,124,78
que exhiben,2,132,124,59
tipo de cambio se,4,132,124,81
ha caido,2,132,123,77
en los mercados internacionales,4,132,122,81
financieros nacionales,2,132,122,57
mercados financieros nacionales,3,132,122,57
sobre la base de,4,132,119,74
algunas economias,2,132,118,66
desde la ultima rpm,4,132,118,51
principios,1,132,118,74
inflaciones,1,132,115,69
un grado de,3,132,115,60
revisado,1,132,114,63
trayectorias,1,132,114,79
de consumidores,2,132,109,66
reducciones,1,132,105,63
10 anos,2,132,103,73
enero de,2,132,100,60
impuesto,1,132,98,53
la tendencia inflacionaria,3,132,96,42
uf,1,132,95,49
celebrada el,2,131,131,129
horas se reune,3,131,131,131
horas se reune el,4,131,131,131
inicia su intervencion agradeciendo,4,131,131,63
retoma su presentacion,3,131,131,66
consecuencia el,2,131,129,91
en consecuencia el,3,131,129,91
ha apreciado,2,131,129,73
lo que en,3,131,129,78
que es un,3,131,129,78
matias bernier,2,131,128,82
efectos en,2,131,127,85
de los datos,3,131,126,78
en menor,2,131,126,77
que luego,2,131,126,79
no tiene,2,131,125,71
que se debe,3,131,125,69
unanimidad,1,131,125,110
parte por,2,131,122,80
sugieren que,2,131,121,73
de expectativas de inflacion,4,131,119,66
dinamica de,2,131,119,79
ultimo tiempo,2,131,119,84
en el escenario mas,4,131,117,70
la masa salarial,3,131,117,57
ubican en,2,131,116,80
de las economias desarrolladas,4,131,114,58
programa de,2,131,114,53
resto del mundo,3,131,114,71
expansividad,1,131,113,62
posiciones,1,131,108,63
relajamiento,1,131,105,53
de 2008,2,131,104,48
el informe de politica,4,131,100,53
base hasta,2,131,96,60
maiz,1,131,96,61
movil,1,131,96,72
puntos base hasta,3,131,96,60
del terremoto,2,131,92,15
30 horas se,3,130,130,126
asistencia del,2,130,130,130
asistencia del vicepresidente,3,130,130,130
con la asistencia del,4,130,130,130
la asistencia del,3,130,130,130
la asistencia del vicepresidente,4,130,130,130
las 11,2,130,130,130
siendo las 11,3,130,130,130
ya que el,3,130,130,90
se ha apreciado,3,130,128,72
del aumento,2,130,127,72
persiste,1,130,126,74
tanto las,2,130,126,85
dice relacion,2,130,125,77
debido la,2,130,123,81
los siguientes,2,130,123,89
medidas de inflacion,3,130,123,69
por la cual,3,130,123,61
noticias de,2,130,122,81
que el peso,3,130,122,75
se han observado,3,130,121,70
incluyendo,1,130,120,76
de cuenta,2,130,117,65
han vuelto,2,130,116,75
incremento en,2,130,116,76
la evidencia,2,130,116,76
la expectativa,2,130,116,82
del precio de los,4,130,115,65
con motivo,2,130,114,44
dicho informe,2,130,113,54
los indicadores de actividad,4,130,113,76
que las importaciones,3,130,113,66
peso chileno,2,130,112,56
distintas medidas,2,130,109,63
apreciacion del peso,3,130,106,49
gianelli,1,130,92,10
000,1,130,78,53
reanuda,1,129,129,124
en segundo termino,3,129,128,69
segundo termino,2,129,128,69
hace presente que las,4,129,126,73
que desde la,3,129,126,83
el grafico,2,129,124,69
presentacion el,2,129,124,59
que algunos,2,129,124,76
constituye una,2,129,123,74
dichos,1,129,123,71
muestra un,2,129,123,75
tambien han,2,129,123,79
debido que,2,129,122,73
plantea la conveniencia,3,129,122,44
la disminucion,2,129,121,65
se proyecta,2,129,121,73
una serie,2,129,121,73
el mercado espera,3,129,120,80
se ubica en,3,129,120,82
ultimo trimestre,2,129,120,77
perspectiva de,2,129,118,79
financieros en,2,129,117,74
para la tasa de,4,129,115,70
el supuesto,2,129,114,70
la fuerza de,3,129,114,60
los desarrollos,2,129,114,73
empleos,1,129,113,75
realizar,1,129,113,69
una mantencion,2,129,110,64
compras,1,129,109,64
contribucion,1,129,109,68
del cuarto trimestre,3,129,106,68
la compensacion inflacionaria,3,129,104,53
se ha corregido,3,129,103,62
hebbel,1,129,89,33
schmidt hebbel,2,129,89,33
secretario general,2,128,128,128
comunicaciones don,2,128,127,127
de comunicaciones don,3,128,127,127
asisten,1,128,126,121
meses por,2,128,126,82
porque se,2,128,126,82
muy importante,2,128,125,74
han registrado,2,128,124,65
mayoritariamente,1,128,124,74
mismo que,2,128,124,72
importante que,2,128,122,86
algo mas de,3,128,121,72
del ano en,3,128,121,61
que muestra,2,128,121,77
se refleja,2,128,121,69
el actual,2,128,119,76
que quiere,2,128,118,45
razon por la que,4,128,118,45
las tendencias,2,128,117,73
proyeccion de inflacion,3,128,117,73
de lo anticipado,3,128,114,67
en las expectativas de,4,128,114,73
se ubican en,3,128,114,79
con lo esperado,3,128,113,68
del estimulo,2,128,113,60
el fondo,2,128,113,69
descartar que,2,128,112,74
fuerza de trabajo,3,128,111,58
operadores,1,128,107,67
gas,1,128,105,67
el consejero senor pablo,4,128,104,23
la estructura de,3,128,104,56
francia,1,128,96,62
transables,1,128,94,55
senala el consejero,3,128,83,39
soto responde,2,127,127,46
analisis del,2,127,126,106
cual el,2,127,125,55
el peso se,3,127,125,81
bien los,2,127,124,79
similares los,2,127,124,82
reunion en,2,127,123,77
dinamismo que,2,127,122,73
existencia de,2,127,122,67
parte de los,3,127,122,80
el aumento de la,4,127,120,70
marco,1,127,120,68
mayor de,2,127,120,79
que la evolucion,3,127,120,77
espera una,2,127,118,72
largo plazo en,3,127,118,75
al alza de,3,127,117,72
en el resto,3,127,117,79
menos que,2,127,116,77
que los datos de,4,127,115,65
sus tasas,2,127,115,71
sectores de,2,127,114,75
anade que en,3,127,113,64
europeos,1,127,110,50
horizonte de proyeccion,3,127,110,63
con lo que se,4,127,109,73
las condiciones crediticias,3,127,109,52
empresarios,1,127,108,75
el precio de la,4,127,106,68
fijo,1,127,102,68
vestuario,1,127,102,54
colocaciones de,2,127,96,68
gerente senor lehmann,3,127,88,31
nuestro escenario,2,127,87,47
pablo garcia senala,3,126,126,60
que no hay,3,126,125,76
han disminuido,2,126,122,71
claudio soto senala,3,126,121,54
de crecimiento en,3,126,121,73
hace referencia,2,126,121,58
que sea,2,126,121,76
senor claudio soto senala,4,126,121,54
ultimos datos,2,126,121,72
una economia,2,126,121,87
crecimiento de las,3,126,120,71
adecuada,1,126,119,83
el cobre,2,126,119,74
el curso de,3,126,119,81
los distintos,2,126,119,82
explica por,2,126,118,75
las expectativas del,3,126,118,76
se pueden,2,126,118,68
ocurriendo,1,126,117,65
generado,1,126,116,78
que hay que,3,126,116,57
algo mayor que,3,126,115,73
del ciclo,2,126,115,66
economicos,1,126,115,72
cercanos,1,126,114,73
que el empleo,3,126,114,78
fenomenos,1,126,113,71
mas bajo,2,126,113,70
por su parte el,4,126,112,67
su parte el,3,126,112,67
que el dato,3,126,111,61
recomendacion,1,126,110,77
monedas de,2,126,108,70
para el proximo ano,4,126,108,63
el balance,2,126,107,68
menor que lo,3,126,106,59
brecha de,2,126,102,65
actual nivel,2,126,100,82
ano 2006,2,126,78,40
analisis internacional don sergio,4,125,125,109
comunicado se,2,125,125,116
de analisis internacional don,4,125,125,109
internacional don sergio,3,125,125,109
internacional don sergio lehmann,4,125,125,109
comenta que las,3,125,124,69
senala que no,3,125,123,74
menciona que los,3,125,122,79
corresponden,1,125,121,67
inflacionarias en,2,125,121,78
razon por la cual,4,125,121,60
del consejo,2,125,118,76
derivados,1,125,118,76
generando,1,125,118,81
lo menos,2,125,118,71
plantea la conveniencia de,4,125,118,43
consenso,1,125,117,75
efectos del,2,125,117,73
emergentes se,2,125,116,73
para la politica,3,125,115,72
un proceso de,3,125,115,74
que el panorama,3,125,114,77
se sigue,2,125,114,78
una normalizacion,2,125,114,65
mantenerse,1,125,113,76
el ciclo,2,125,112,61
ultimos dos,2,125,112,67
moderacion en,2,125,111,60
el primer trimestre del,4,125,110,62
obra,1,125,110,67
en la direccion,3,125,109,69
estrechas,1,125,108,55
durante el mes,3,125,104,70
formacion,1,125,98,67
eurozona,1,125,97,39
la eurozona,2,125,97,39
minera,1,125,90,48
el mes de enero,4,125,87,41
en abril,2,125,83,47
la fed,2,125,80,35
senor claro,2,125,63,35
el texto,2,124,124,118
reanuda la,2,124,124,124
se reanuda,2,124,124,122
desde hace,2,124,123,79
ya que en,3,124,122,75
claudio soto senala que,4,124,119,53
indica que en el,4,124,119,79
manifiesta que su,3,124,119,72
que se trata de,4,124,119,65
transitorios,1,124,119,72
menor que la,3,124,118,82
una reversion,2,124,117,65
de paises,2,124,116,74
proseguir,1,124,116,62
se explica por,3,124,116,75
sobre todo,2,124,116,74
consumo en,2,124,115,71
de la economia mundial,4,124,115,68
menos de,2,124,115,74
se deberia,2,124,114,72
debieran,1,124,113,70
disminuyendo,1,124,113,78
muy por,2,124,113,70
precios de commodities,3,124,112,75
economias de,2,124,111,71
mas alto,2,124,111,63
problema de,2,124,111,73
restrictivas,1,124,111,55
todo ello,2,124,111,81
valor de,2,124,110,85
cambiar,1,124,109,73
de creditos,2,124,108,65
la mano,2,124,108,67
inflacion esperada,2,124,106,76
actuar,1,124,105,69
contratos,1,124,101,64
diego gianelli,2,124,88,10
senala el consejero senor,4,124,80,37
75 puntos,2,124,79,40
mil,1,124,77,54
aprueba,1,123,123,118
soto responde que,3,123,123,45
tambien por,2,123,122,78
correspondiente al mes,3,123,119,85
que la inflacion se,4,123,119,78
efecto en,2,123,118,76
que constituye,2,123,118,74
su presentacion el,3,123,118,55
afecta,1,123,117,75
el problema,2,123,117,67
genera,1,123,117,67
la proxima,2,123,116,77
acuerdo con la,3,123,115,70
de la evolucion de,4,123,115,74
la mayoria de los,4,123,115,76
forma de,2,123,114,76
de mercados financieros nacionales,4,123,113,52
la principal,2,123,113,78
anticipada,1,123,112,71
de que las,3,123,112,75
por el banco,3,123,112,66
que sin,2,123,112,73
reduciendo,1,123,111,69
vista de,2,123,111,73
actividad del,2,123,110,78
de la produccion,3,123,107,66
la rpm anterior,3,123,107,54
monetaria del,2,123,107,65
natural,1,123,107,75
rpm anterior,2,123,107,54
que se habia,3,123,106,64
las tasas de los,4,123,104,68
de los meses,3,123,103,76
cayo,1,123,100,73
75 puntos base,3,123,78,40
continuacion el presidente,3,122,122,105
horas se reanuda,3,122,122,122
horas se reanuda la,4,122,122,122
pablo garcia senala que,4,122,122,59
se reanuda la,3,122,122,122
senor pablo garcia senala,4,122,122,60
unica,1,122,121,69
incorporado,1,122,120,79
manifiesta que las,3,122,120,68
actualidad,1,122,119,80
en tal,2,122,119,77
impacto en,2,122,119,77
la actualidad,2,122,119,80
correspondiente al mes de,4,122,118,84
implicancias de,2,122,118,77
alvarez,1,122,117,108
dichas,1,122,117,69
economia que,2,122,117,70
encuestas de,2,122,117,78
exhibido,1,122,117,71
la existencia,2,122,117,64
refiere al,2,122,117,73
se refiere al,3,122,117,73
en que las,3,122,116,74
los agregados monetarios,3,122,116,65
mucha,1,122,116,68
se produjo,2,122,116,73
presente que los,3,122,115,63
que se puede,3,122,115,65
actividad el,2,122,114,77
del rango de tolerancia,4,122,114,66
que la demanda interna,4,122,114,74
algo por debajo de,4,122,113,69
corregir,1,122,113,80
mas aun,2,122,113,73
parte los,2,122,113,71
senor andres,2,122,112,37
advierten,1,122,111,58
cobre en,2,122,111,66
de esa economia,3,122,111,56
globales,1,122,111,68
ha disminuido,2,122,111,62
por que,2,122,111,57
que se tenia,3,122,110,55
los ultimos dos,3,122,109,66
de energia,2,122,108,75
del estimulo monetario,3,122,108,59
mediados de,2,122,108,73
ano 2014,2,122,106,45
exhibe una,2,122,106,59
base por,2,122,105,69
tpm en 25 puntos,4,122,103,44
anuncios,1,122,100,45
lineas,1,122,99,65
europa emergente,2,122,97,60
obras,1,122,96,53
se mantuvo,2,122,92,59
internacional que,2,122,86,65
el gerente senor lehmann,4,122,84,31
ministro que,2,122,63,35
consejeros don,2,121,121,121
continuacion ofrece,2,121,121,67
de los consejeros don,4,121,121,121
enrique marshall rivera,3,121,121,120
levanta,1,121,121,117
los consejeros don,3,121,121,121
marshall rivera,2,121,121,120
rivera,1,121,121,120
asisten tambien,2,121,120,120
concuerda con,2,121,120,78
don beltran,2,121,120,116
don beltran de,3,121,120,116
don beltran de ramon,4,121,120,116
tanto no,2,121,120,77
anade que las,3,121,119,69
bien las,2,121,119,77
