intervencion_id,coleccion,lote,archivo_origen,archivo_revision_v3,etiqueta_origen,es_relevante_origen,etiqueta_previa_v3,es_relevante_previa_v3,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision_v3,cita_literal_espacios_normalizados,fundamento_revision_v3,estado_revision_v3,sha256_texto,n_caracteres_texto,rol_recomendado,incluir_control_primario,uso_recomendado
RPM-2009-06-16:2567:2,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,si se tiene evidencia de que se esté empezando a registrar nuevamente inversión financiera en este tipo de materias primas,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,83f0964f707fbec6c69bc20ebe021551288f81e64e4f485ccef917a8a22a83f9,329,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-06-16:2567:5,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"para el año 2009, el precio promedio se mantendría en 60 dólares el barril",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,08235f3bbe0321fa37c6773c0fbbc3c8bc66a4cda0fe763ca67ece7bbb0a5f2e,232,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-06-16:2591:5,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"lo esencial no radica solamente en el nivel, sino que también en la velocidad",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,d62d0f35aea8ed76febd91b50650498b89ebdc6f47d865cbc082a3101d3157b2,1020,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-06-16:2596:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: ofrecimiento de la palabra.,revisado,4e4b6a7c22f16ed220d06f11d516393b0849a8b6eb082e3114205f7b06d568a3,136,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-06-16:2603:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: aprobacion del comunicado y cierre de la sesion (logistica).,revisado,b7549e27c534f2a02283fcc1ad2881803c8c84d7ae7d45ea7474c51753d88cde,83,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-07-09:2637:2,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,la mayoría de los agentes encuestados estima que el Consejo acordará una disminución de la Tasa de Política Monetaria en 25 puntos base,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,4d90a3a7053506ad62f9afb524c4c0485872d0291ffb2fa0e4e534442c410bd1,596,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-08-13:2656:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: encabezado de acta: lista de asistentes y fecha.,revisado,fb4810b748e35a0080f690d5246029e3f240d4206b7a7e401fb977c2756fdac3,1566,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-08-13:2660:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"los indicadores de empleo han continuado dando cifras negativas, aunque han tendido a atenuarse en los últimos meses",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,5407c6f78b665aa8b044a51e97c44556ed0f04be302b7acd220a0ac8a679fde1,2750,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-08-13:2665:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"las tasas a diez años en Chile hace tiempo que no están en 6,5%, sino que 100 puntos más abajo",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,9c21ceb5735d0e9056793155f6e053b891f6a02805a42b8959bc5f5de1a00352,279,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-08-13:2668:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,resulta natural una declinación de los mismos en los años más cercanos,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,e6c2a9c4bbed9a545338170bbf8a6c4ea44e9e0038f8233ccd1ab8ef3ed96798,390,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-08-13:2674:3,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,los spreads entre las tasas de colocación y captación han aumentado y son comparables con otros episodios de stress financiero,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,019d2bfd16378bea5bf01a2e06c35fdd47ad7567f24d4cae9f9e057d85eebd9c,1507,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-08-13:2679:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"no significa que el mercado de manera unánime esté esperando que la inflación vaya subiendo, más bien todo lo contrario",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,164281f39f203800996bedc2171e3af71969e6738b0c74d96a42b7621db8d4e8,755,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-08-13:2681:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,dovish,1,neutral,1,cambio_etiqueta,alta,las opciones más plausibles para esta Reunión son la mantención de la actual instancia de política monetaria o su eventual ampliación,"La minuta presenta mantener o ampliar el estímulo y describe instrumentos condicionales, pero no elige una dirección. Menú sin preferencia: N, no D.",revisado,9a328a3a0a0d6e026ceea57c5566651290eabbce11d0ce907a23c678c215c33e,11080,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-09-08:2705:7,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: reanudacion de sesion (logistica).,revisado,95e45b9126697b4a3c130b9470658ff9611bb8ba041d3be8a92e0c67313cb90a,199,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-10-13:2715:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: invitacion a exponer.,revisado,cddc49a5deac614ded108f169e1f298b2989a52994dc063205eb82989a1643eb,158,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-10-13:2718:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,varias empresas importantes relacionadas con el negocio de propiedades comerciales se encuentran en procesos de quiebra,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,c2a81102d43a5208fce39d6dc9044a1245d49fe93a142c14c876064442fe5853,261,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-10-13:2726:2,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,los de seis y doce meses son los que muestran distorsiones actualmente,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,23189444a6f396cef333efe1a2871db652906bf668a78c9ca319a53d69d64192,641,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-10-13:2728:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: agradecimiento y ofrecimiento de la palabra (logistica).,revisado,37c8e95b0372884374c0d3767562a7cfd2ff834cb0f15df99ae1acc23a59e913,126,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-10-13:2729:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,el precio del petróleo podría reducirse drásticamente por aumentos de capacidad de producción,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,3d49ac2056f15fb707b4bc08367ae9ab56b264d5555f97d52886d21c500d0c4f,391,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-10-13:2734:2,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,le sorprende que el fortalecimiento del consumo no se traduzca en las importaciones,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,823bd5fab171ca904e7cf27907d1e6ae256c6ca11f7558eadbdc2af072d406a5,271,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-10-13:2758:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,alta,"vota por mantener la TPM en 0,5% y las medidas de política monetaria excepcionales adoptadas en julio",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,c0e423f046cd974d56a3ad27e8ae42d3cc11c29dfd7c579d0fbec41c665658a5,2179,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-11-12:2778:3,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,el actual escenario sigue presuponiendo una salida de la crisis más rápida que en la del 1998,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,ba392e170892300ac77a30ccae4bdca8c998611d7fba202d0b42671f9697b30d,1809,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-11-12:2791:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,hawkish,1,cambio_etiqueta,alta,un retiro gradual de la FLAP es la opción que parece más plausible,Respalda retirar gradualmente una facilidad monetaria extraordinaria y señalizar una normalización pausada: H.,revisado,870ce7c5ae4e85ad8439e4ad44e1ecf375fdc3f63942821e06f71a1a7c30f97f,2819,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-01-14:2857:3,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"se ve bastante dinamismo y que el indicador coincidente, de hecho, está con una velocidad bastante elevada en el margen",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,7df184179bb71a9ae0765e81d1b71222d16b93aa7307c28f0c16c66d145dee53,1121,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-01-14:2870:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,dovish,1,cambio_etiqueta,media,con la política monetaria se quiere impulsar la demanda y la oferta,"Explicita y hace propio el propósito expansivo de la política vigente, sosteniendo una orientación de estímulo: D.",revisado,b70516c92971ed6d3a9914e3af71440553012ea7803346c28d5801833f457675,848,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-01-14:2871:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,habría anticipado lo que ocurrió,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,db3433ad76cad88eadf62a0f6a40ca406df4960a5473236612072455066963d7,700,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-02-11:2915:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,se registró un aumento en la cifra mensual de variación de los salarios en términos desestacionalizados,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,378dacf769f5d75cd8060dbeab9ebf6ebeca0b1f585f191518a426e15e040426,475,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-02-11:2931:3,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,prácticamente idéntico al que difundió hace un año atrás para el IPC del Gran Santiago,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,28a35448286f364eeb13179aa661b015a8b09b407d1ae46a54ed3a8b031492e4,242,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-02-11:2932:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,donde se producen mayores efectos es en los bienes no transables,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,bfefc9678f3c7237af34ebc85d2dd6361f334e73c4e1744b13aa8b44c4c7fa9a,1555,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-02-11:2943:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,si ello quiere decir que los márgenes están muy comprimidos o que se han producido racionalizaciones,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,74d5044bfcfb77b98ed3bc771fa5613385252dca080a43f15647c68c6d499716,231,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-02-11:2958:2,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: inicio de sesion de tarde y transito a opciones (logistica).,revisado,f40f32ced5f6e2a9ddb80331e39dc841fdb39958ec9c4ec463f211a54cd5f523,224,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-02-11:2962:2,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: concesion de la palabra (logistica).,revisado,243bfb80ef80b3df1c2efaaeee64f6991a0707be6a0f0086ae7c1ae4b674af20,120,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-03-18:2982:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"existe, además, un agregado de una percepción de cuánto cayó la actividad, no por menor disponibilidad de factores, sino que porque hay una disrupción",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,f80b40ce5187b5e975987d2d02aadc6e8b176c7f01b9a9291115e5f2f5dadb0f,419,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-03-18:2993:1,ia_base_v2,etiquetas_escalado_r10.csv,data/etiquetas/etiquetas_escalado_r10.csv,data/auditoria/revision_etiquetas_escalado_r10_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"calibrar los modelos con efectos ingresos sobre la oferta de trabajo, por ejemplo vía salarios reales, le parece exagerado",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,75f0a7ddce9e6cbd8de04d4c394d00c843811dd2f6708ed978ccc926d510766d,597,desarrollo_base_v3,si,supervision_oof_control_primario
