ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish,senal,justificacion
hay,1,213,78,314,0.007009756467603057,37,0.32051282051282054,34,0.38333333333333336,142,0.12412891986062717,1.167559382617666,1.432612074802546,no_revisado,
nivel,1,213,102,339,0.005307176009344569,41,0.3547008547008547,31,0.35,141,0.12325783972125436,1.3468519450743588,1.277454921579965,no_revisado,
riesgo,1,212,95,365,0.005293906384861458,61,0.5256410256410257,41,0.46111111111111114,110,0.09625435540069686,2.1016055872592543,1.7649023170215408,no_revisado,
de que,2,211,92,316,0.0053002159654092305,39,0.33760683760683763,33,0.37222222222222223,139,0.12151567944250871,1.275593261904537,1.398236578276101,no_revisado,
la politica,2,211,91,350,0.0045963110706271565,69,0.594017094017094,51,0.5722222222222222,91,0.07970383275261324,2.366388029064369,2.171998691908343,no_revisado,
podria,1,211,103,333,0.005264159873760161,47,0.405982905982906,37,0.4166666666666667,127,0.11106271777003485,1.6101768999886716,1.593663116133657,no_revisado,
puede,1,209,85,313,0.005705053365932385,41,0.3547008547008547,29,0.3277777777777778,139,0.12151567944250871,1.3806997155580314,1.1987156743220986,no_revisado,
trimestre,1,209,94,494,0.006063455516074917,35,0.3034188034188034,28,0.31666666666666665,146,0.12761324041811847,1.104928958687995,1.1409919280164191,no_revisado,
respecto de,2,207,94,373,0.005517757733688891,33,0.2863247863247863,23,0.2611111111111111,151,0.13196864111498258,1.0212710296410854,0.8390394974646697,no_revisado,
que lo,2,206,84,277,0.004859644201312506,36,0.31196581196581197,31,0.35,139,0.12151567944250871,1.1784616952488098,1.333880355042784,no_revisado,
en esta,2,205,88,339,0.0048614894924155815,70,0.6025641025641025,42,0.4722222222222222,93,0.08144599303135888,2.459667376437887,1.8681717624870475,no_revisado,
menor,1,205,94,392,0.004871202985461534,38,0.32905982905982906,31,0.35,136,0.11890243902439024,1.2810343207427317,1.3421243491376926,no_revisado,
y de,2,205,92,308,0.004387785369318547,41,0.3547008547008547,28,0.31666666666666665,136,0.11890243902439024,1.4153607230046485,1.1731424516201254,no_revisado,
la demanda,2,203,87,330,0.004900692766689141,45,0.3888888888888889,36,0.40555555555555556,122,0.10670731707317073,1.6017206754522542,1.6137349253823106,no_revisado,
le,1,202,71,314,0.006633030112613378,39,0.33760683760683763,36,0.40555555555555556,127,0.11106271777003485,1.3528989880719857,1.6223738436561832,no_revisado,
en un,2,201,92,294,0.004462527574280301,44,0.3803418803418803,39,0.4388888888888889,118,0.10322299651567944,1.578790477972084,1.7714124921087144,no_revisado,
entre,1,200,91,306,0.004916277145713258,21,0.18376068376068377,30,0.3388888888888889,149,0.13022648083623695,0.3406897862720119,1.329037060386142,no_revisado,
segundo,1,200,92,288,0.004512844730129297,46,0.3974358974358974,27,0.3055555555555556,127,0.11106271777003485,1.669960848596622,1.1544955127938268,no_revisado,
puntos base,2,199,79,488,0.005501394674737867,85,0.7307692307692307,36,0.40555555555555556,78,0.06837979094076654,2.9809137921819193,1.648605385229363,contextual,"Unidad de medida compartida por alzas, bajas e impuestos; falta verbo/dirección."
expectativas de,2,197,91,353,0.004077746152395741,51,0.44017094017094016,35,0.39444444444444443,111,0.09712543554006968,1.8940087381539357,1.6173788634362933,no_revisado,
opinion,1,195,90,264,0.00522695128504653,36,0.31196581196581197,33,0.37222222222222223,126,0.11019163763066202,1.274677010508113,1.5337209343893838,no_revisado,
petroleo,1,195,79,323,0.005261427855103519,46,0.3974358974358974,25,0.2833333333333333,124,0.10844947735191637,1.7174222023028916,1.0707250647947515,no_revisado,
mantener,1,193,93,351,0.004941190922456223,50,0.43162393162393164,55,0.6166666666666667,88,0.07709059233449478,1.8955696214690723,2.492601352148346,no_revisado,
menos,1,193,81,261,0.004687251557845075,35,0.3034188034188034,28,0.31666666666666665,130,0.1136759581881533,1.2436731547582398,1.274130259204952,no_revisado,
cuenta,1,192,95,304,0.0046650301603405435,25,0.21794871794871795,18,0.20555555555555555,149,0.13022648083623695,0.6866731220193258,0.5742977912667259,no_revisado,
ipom,1,192,99,366,0.0051035865660219995,47,0.405982905982906,37,0.4166666666666667,108,0.09451219512195122,1.787245330815629,1.7599755722127066,no_revisado,
particular,1,192,97,277,0.004263358749956592,42,0.36324786324786323,31,0.35,119,0.10409407665505227,1.5780363247709648,1.4538172206534197,no_revisado,
que si,2,192,89,247,0.00545572537410361,33,0.2863247863247863,22,0.25,137,0.11977351916376307,1.150941642085868,0.8901528191529305,no_revisado,
y en,2,192,94,260,0.0041852544163924876,37,0.32051282051282054,24,0.2722222222222222,131,0.11454703832752614,1.3503129857582437,1.030032714780778,no_revisado,
efectos,1,191,90,297,0.004608755080364234,39,0.33760683760683763,36,0.40555555555555556,116,0.1014808362369338,1.4533803811198196,1.7209814405968429,no_revisado,
estima,1,191,86,261,0.004208102616339321,47,0.405982905982906,36,0.40555555555555556,108,0.09451219512195122,1.7971949912232341,1.7209814405968429,no_revisado,
las tasas,2,191,84,377,0.0051363722225901045,29,0.25213675213675213,33,0.37222222222222223,129,0.11280487804878049,0.9406122068389894,1.5696778121657935,no_revisado,
todo,1,191,90,291,0.004413085386721164,42,0.36324786324786323,33,0.37222222222222223,116,0.1014808362369338,1.587654327332562,1.5696778121657935,no_revisado,
estados,1,190,96,349,0.00494946846250054,26,0.2264957264957265,29,0.3277777777777778,135,0.11803135888501742,0.7682417462209229,1.359180346515345,no_revisado,
estados unidos,2,190,96,348,0.004948441375488833,26,0.2264957264957265,29,0.3277777777777778,135,0.11803135888501742,0.7682417462209229,1.359180346515345,sin_direccion,"Referencia geográfica externa, no posición sobre la TPM chilena."
precios de,2,190,95,321,0.0039902739244476815,53,0.45726495726495725,33,0.37222222222222223,104,0.09102787456445993,2.0404442433820904,1.5788088239179219,no_revisado,
tipo,1,190,93,312,0.005862627944257505,25,0.21794871794871795,27,0.3055555555555556,138,0.12064459930313588,0.7040030005572432,1.2401405398740055,no_revisado,
unidos,1,190,96,349,0.004958698484256488,26,0.2264957264957265,29,0.3277777777777778,135,0.11803135888501742,0.7682417462209229,1.359180346515345,no_revisado,
la politica monetaria,3,189,85,301,0.00404320919571269,65,0.5598290598290598,49,0.55,75,0.06576655052264808,2.4756861348623347,2.306857951706112,no_revisado,
monetaria en,2,189,87,324,0.004711795491494667,77,0.6623931623931624,43,0.48333333333333334,69,0.06054006968641115,2.8646082794501657,2.0601142932739087,no_revisado,
estos,1,188,88,241,0.004244333640596603,44,0.3803418803418803,30,0.3388888888888889,114,0.09973867595818815,1.703072813858684,1.4343259592709072,no_revisado,
que esta,2,188,84,242,0.005189959625053148,34,0.2948717948717949,26,0.29444444444444445,128,0.11193379790940766,1.23932649426676,1.1955521984948108,no_revisado,
banco central,2,187,82,297,0.004662813932729545,54,0.4658119658119658,34,0.38333333333333336,99,0.08667247386759581,2.109753458482338,1.658357263255418,no_revisado,
porque,1,187,81,233,0.0059921977473554105,26,0.2264957264957265,15,0.17222222222222222,146,0.12761324041811847,0.7947951652622396,0.33567141056877203,no_revisado,
que en el,3,187,92,261,0.004096956353105114,44,0.3803418803418803,32,0.3611111111111111,111,0.09712543554006968,1.713091569683675,1.55352469474528,no_revisado,
rodrigo,1,187,83,220,0.0085123510720535,5,0.04700854700854701,11,0.12777777777777777,171,0.14939024390243902,-1.6500559697371169,-0.12803476536673927,no_revisado,
siendo,1,187,95,256,0.004887438046181956,49,0.4230769230769231,22,0.25,116,0.1014808362369338,1.9178795194233864,0.9330933413698851,no_revisado,
efecto,1,185,89,277,0.005144687089347883,24,0.2094017094017094,19,0.21666666666666667,142,0.12412891986062717,0.6815845548142486,0.7179515036384143,no_revisado,
del ano,2,184,85,291,0.00478893512328122,22,0.19230769230769232,18,0.20555555555555555,144,0.12587108013937282,0.5498222538068231,0.6420026504051156,no_revisado,
hasta,1,184,90,243,0.004253748491377345,45,0.3888888888888889,30,0.3388888888888889,109,0.09538327526132404,1.7859383937624738,1.47120196150594,no_revisado,
niveles,1,184,90,327,0.004452995355660763,38,0.32905982905982906,27,0.3055555555555556,119,0.10409407665505227,1.4742947516656186,1.294079346984809,no_revisado,
consumo,1,183,81,338,0.0051866444009739466,22,0.19230769230769232,22,0.25,139,0.12151567944250871,0.5587278070287152,0.9683903934831781,no_revisado,
politica monetaria en,3,183,87,318,0.00463618320434547,76,0.6538461538461539,43,0.48333333333333334,64,0.05618466898954704,2.9114600584961567,2.1204448274752306,no_revisado,
primer,1,183,85,291,0.004411918289392074,36,0.31196581196581197,21,0.2388888888888889,126,0.11019163763066202,1.3875184800237788,0.8938964986337095,no_revisado,
25,1,182,71,362,0.004512348851794763,83,0.7136752136752137,37,0.4166666666666667,62,0.05444250871080139,3.1493447373233687,1.8558709994350253,no_revisado,
comenta,1,182,83,252,0.005407742869155609,30,0.2606837606837607,11,0.12777777777777777,141,0.12325783972125436,1.080336970505603,-0.08657515826837141,no_revisado,
en torno,2,182,89,273,0.0038398575367765836,37,0.32051282051282054,31,0.35,114,0.09973867595818815,1.4462084129805624,1.5460335918743935,no_revisado,
torno,1,182,89,273,0.0038398575367765836,37,0.32051282051282054,31,0.35,114,0.09973867595818815,1.4462084129805624,1.5460335918743935,no_revisado,
esa,1,181,87,247,0.005005818017225651,34,0.2948717948717949,26,0.29444444444444445,121,0.10583623693379791,1.3062183779219307,1.2590773362800247,no_revisado,
mientras,1,181,92,290,0.003996670320250438,24,0.2094017094017094,24,0.2722222222222222,133,0.11628919860627178,0.7177668911208945,1.1274294775753575,no_revisado,
menciona,1,180,85,288,0.004108445963231801,32,0.2777777777777778,30,0.3388888888888889,118,0.10322299651567944,1.210313757620654,1.5090453126506125,no_revisado,
sigue,1,180,86,293,0.003945625215780806,51,0.44017094017094016,38,0.42777777777777776,91,0.07970383275261324,2.0719573048896294,1.9238960834902255,no_revisado,
asi,1,179,91,246,0.003840076768294362,34,0.2948717948717949,21,0.2388888888888889,124,0.10844947735191637,1.3259141792628504,0.9298533764101189,no_revisado,
caida,1,179,93,281,0.005025662569333157,10,0.08974358974358974,21,0.2388888888888889,148,0.1293554006968641,-0.6105589749646184,0.9298533764101189,no_revisado,
manifiesta,1,179,89,244,0.0042257812900758735,41,0.3547008547008547,31,0.35,107,0.09364111498257839,1.6635623306907017,1.5748884545465789,no_revisado,
ultimos,1,179,87,270,0.004277518164637079,29,0.25213675213675213,25,0.2833333333333333,125,0.1093205574912892,1.0512884379951044,1.2128899659145491,no_revisado,
en cuanto,2,178,85,231,0.004516509523219896,22,0.19230769230769232,16,0.18333333333333332,140,0.12238675958188153,0.6040993147900218,0.5120258632900648,no_revisado,
tipo de,2,178,90,288,0.005510959225615047,22,0.19230769230769232,26,0.29444444444444445,130,0.1136759581881533,0.6040993147900218,1.2871826739603789,no_revisado,
manera,1,177,81,247,0.004206316526117873,36,0.31196581196581197,28,0.31666666666666665,113,0.09886759581881534,1.4474313814411002,1.4208159918140648,no_revisado,
mercados,1,177,86,307,0.004290752895925266,38,0.32905982905982906,22,0.25,117,0.10235191637630663,1.5449302942586791,1.0230099780465005,no_revisado,
sobre la,2,177,92,235,0.004120286579552004,43,0.3717948717948718,27,0.3055555555555556,107,0.09364111498257839,1.7737461986850693,1.359667688612386,no_revisado,
tendencia,1,177,77,292,0.004069750990652167,46,0.3974358974358974,26,0.29444444444444445,105,0.09189895470383275,1.902504887208694,1.2966741229376766,no_revisado,
del petroleo,2,176,75,273,0.004684216370358892,44,0.3803418803418803,25,0.2833333333333333,107,0.09364111498257839,1.8281499469088014,1.2411790103459728,no_revisado,
estan,1,176,81,252,0.005330938130980397,32,0.2777777777777778,22,0.25,122,0.10670731707317073,1.2497071959207409,1.0323177202727285,no_revisado,
la reunion,2,176,81,278,0.004875574568712554,39,0.33760683760683763,23,0.2611111111111111,114,0.09973867595818815,1.6027580051580463,1.1044216581548865,no_revisado,
del banco,2,175,83,242,0.004159416115193337,48,0.41452991452991456,32,0.3611111111111111,95,0.08318815331010453,2.007824470721235,1.669388538200195,no_revisado,
algunos,1,174,88,256,0.0040489122646963195,38,0.32905982905982906,28,0.31666666666666665,108,0.09451219512195122,1.5762944651680142,1.450060811589922,no_revisado,
bastante,1,174,89,262,0.004805178398743449,20,0.1752136752136752,22,0.25,132,0.11541811846689895,0.48835404210667427,1.0511153157268542,no_revisado,
el ultimo,2,174,87,244,0.003771071824555205,37,0.32051282051282054,34,0.38333333333333336,103,0.0901567944250871,1.5277959474768241,1.7860257884046713,no_revisado,
embargo,1,174,78,234,0.003551992150266735,53,0.45726495726495725,30,0.3388888888888889,91,0.07970383275261324,2.2189195481883313,1.5677393069096357,no_revisado,
esto,1,174,76,236,0.004071193672273197,42,0.36324786324786323,31,0.35,101,0.08841463414634146,1.7618074520801053,1.624300648671657,no_revisado,
las proyecciones,2,174,81,270,0.004097765840395941,42,0.36324786324786323,24,0.2722222222222222,108,0.09451219512195122,1.7618074520801053,1.1930178192029344,no_revisado,
lo que se,3,174,78,227,0.004467102663262024,24,0.2094017094017094,29,0.3277777777777778,121,0.10583623693379791,0.7833552327484713,1.5096953583009856,no_revisado,
parece,1,174,70,268,0.004659707299454724,44,0.3803418803418803,35,0.39444444444444443,95,0.08318815331010453,1.8500924997894785,1.8375534595229226,no_revisado,
consejo,1,173,85,297,0.005641148630964727,51,0.44017094017094016,28,0.31666666666666665,94,0.08231707317073171,2.152127653573613,1.459942323103886,no_revisado,
sin embargo,2,173,78,233,0.003541902047481362,53,0.45726495726495725,30,0.3388888888888889,90,0.07883275261324042,2.23084271556415,1.5777580627346268,no_revisado,
de politica monetaria en,4,172,83,298,0.004500717271296251,73,0.6282051282051282,40,0.45,59,0.051829268292682924,2.965312789685681,2.1019291052814912,no_revisado,
de una,2,172,89,235,0.0038409174198002906,33,0.2863247863247863,27,0.3055555555555556,112,0.09799651567944251,1.34423294402155,1.4084120224638041,no_revisado,
ministro,1,172,72,259,0.007260929573675961,13,0.11538461538461539,16,0.18333333333333332,143,0.125,-0.16026004620843562,0.5663029242732632,no_revisado,
precio del,2,172,80,304,0.004965204733583599,36,0.31196581196581197,21,0.2388888888888889,115,0.10060975609756098,1.4993324833531299,0.9950184230765752,no_revisado,
a lo,2,171,82,212,0.004455977312797564,27,0.23504273504273504,32,0.3611111111111111,112,0.09799651567944251,1.008699096416946,1.7101741530466952,no_revisado,
cual,1,170,89,225,0.004839442039191867,24,0.2094017094017094,25,0.2833333333333333,121,0.10583623693379791,0.8222180550859256,1.2994776509106398,no_revisado,
en este,2,170,83,250,0.003951463021175556,35,0.3034188034188034,33,0.37222222222222223,102,0.08928571428571429,1.4698631435437757,1.7747290338931787,no_revisado,
los ultimos,2,170,86,253,0.004136806909003518,27,0.23504273504273504,25,0.2833333333333333,118,0.10322299651567944,1.018717852241937,1.2994776509106398,no_revisado,
a su,2,169,91,241,0.003977670088104829,41,0.3547008547008547,29,0.3277777777777778,99,0.08667247386759581,1.7716799475460119,1.5601443809883435,no_revisado,
anual,1,169,89,481,0.004697935994355823,40,0.34615384615384615,34,0.38333333333333336,95,0.08318815331010453,1.725306780591036,1.8383030672717258,no_revisado,
cifras,1,169,78,262,0.0043818086993702285,32,0.2777777777777778,20,0.22777777777777777,117,0.10235191637630663,1.3213450700093976,0.9454779822674068,no_revisado,
aunque,1,168,85,302,0.0035570026114882442,50,0.43162393162393164,31,0.35,87,0.07621951219512195,2.171733299246501,1.6859197669353225,no_revisado,
evolucion,1,168,82,249,0.0041094886832340844,45,0.3888888888888889,27,0.3055555555555556,96,0.08405923344947736,1.9616924740069837,1.4486291225402057,no_revisado,
actual,1,167,90,235,0.0036175384672202824,53,0.45726495726495725,30,0.3388888888888889,84,0.07360627177700349,2.304528263697168,1.6393771809982927,no_revisado,
anos,1,167,76,243,0.004344642732119247,26,0.2264957264957265,10,0.11666666666666667,131,0.11454703832752614,0.9855272771242821,-0.09496294376109032,no_revisado,
condiciones,1,167,77,311,0.0038253460036925366,44,0.3803418803418803,39,0.4388888888888889,84,0.07360627177700349,1.9296312647746852,2.110083850830653,no_revisado,
